user_id,reward_date,reward_amount
337,2024-11-17,3800
339,2024-06-28,6400
340,2024-02-11,8300
341,2024-07-01,1900
342,2024-06-28,3400
343,2024-03-11,4500
344,2024-06-11,2400
346,2024-08-20,8900
347,2024-08-26,5500
349,2024-05-22,3200
350,2024-08-22,1100
352,2024-11-14,1000
353,2024-09-03,5500
355,2024-01-30,9200
356,2024-08-30,9000
357,2024-01-13,7800
359,2024-12-13,5800
360,2024-08-07,9800
364,2024-07-27,4800
365,2024-12-13,6200
366,2024-05-24,8100
367,2024-12-20,2300
368,2024-12-04,2800
369,2024-03-15,2000
371,2024-02-10,7000
372,2024-01-11,2100
373,2024-02-11,9500
377,2024-11-12,8300
379,2024-10-30,1600
381,2024-02-20,9100
382,2024-09-19,3100
383,2024-08-22,7600
384,2024-11-21,3000
386,2024-10-26,2400
387,2024-04-18,8100
388,2024-03-11,6600
390,2024-10-28,5500
391,2024-12-31,7600
394,2024-10-13,6900
395,2024-05-10,4000
396,2024-12-12,7600
397,2024-11-12,4300
398,2024-06-11,4000
399,2024-10-08,5400
400,2024-10-05,9800
403,2024-07-10,6100
406,2024-11-28,1500
408,2024-01-10,6800
409,2024-12-02,4800
410,2024-02-07,9600
411,2024-05-04,7800
414,2024-08-05,7000
415,2024-08-22,4400
416,2024-06-18,9100
417,2024-04-24,1300
418,2024-05-07,8900
420,2024-10-06,3400
421,2024-10-22,3500
423,2024-02-12,1700
425,2024-01-29,4400
426,2024-07-25,6100
427,2024-06-15,7700
429,2024-05-14,6300
430,2024-02-16,7300
433,2024-08-17,2600
434,2024-02-12,8600
435,2024-02-06,9700
438,2024-10-31,2900
440,2024-02-05,5200
442,2024-12-31,1500
443,2024-05-19,5000
444,2024-05-17,7900
452,2024-07-25,4200
453,2024-06-06,7900
456,2024-07-03,1000
457,2024-01-08,7000
459,2024-01-26,4800
460,2024-02-17,5300
461,2024-02-16,3300
463,2024-10-07,4400
464,2024-08-03,5300
465,2024-12-20,5700
468,2024-11-18,9700
469,2024-03-27,7800
470,2024-12-23,3000
473,2024-01-21,1300
474,2024-11-27,7600
478,2024-07-25,5800
479,2024-12-25,4100
481,2024-08-24,8100
482,2024-09-14,9100
483,2024-06-20,9300
484,2024-08-20,1600
485,2024-08-07,3100
486,2024-11-28,8500
487,2024-01-24,2200
488,2024-04-16,3100
489,2024-12-20,6000
490,2024-11-22,5600
491,2024-06-24,5400
492,2024-08-16,7300
493,2024-04-14,2100
494,2024-03-16,4600
495,2024-06-22,6200
496,2024-05-15,1200
497,2024-08-10,3000
499,2024-12-25,8800
500,2024-12-30,5500
501,2024-09-19,2500
502,2024-07-21,4400
504,2024-10-29,5800
505,2024-09-11,5800
509,2024-12-20,6800
510,2024-09-28,3400
511,2024-08-16,7200
513,2024-12-11,3900
515,2024-01-20,3500
523,2024-12-27,9400
524,2024-11-06,6000
525,2024-11-08,1500
526,2024-06-26,5200
529,2024-01-27,1300
533,2025-01-03,7000
534,2024-07-24,9900
535,2024-10-11,6200
537,2024-11-10,2500
539,2024-06-16,6400
540,2024-02-21,2900
541,2024-12-22,9200
542,2024-08-14,9600
547,2024-02-18,8900
548,2024-09-10,1900
549,2024-07-16,2500
550,2024-10-10,9800
552,2024-11-14,9100
553,2024-07-24,6200
558,2024-01-18,8900
560,2024-08-19,4300
561,2024-09-16,3500
563,2024-02-21,9900
564,2024-01-09,1600
565,2024-05-09,6000
567,2024-05-27,7500
568,2024-06-13,5700
570,2024-05-15,4500
573,2024-05-26,8300
575,2024-11-16,1000
581,2024-06-23,3000
583,2024-07-06,1700
584,2024-05-06,2400
585,2024-08-23,6000
586,2024-04-04,8500
587,2024-02-04,8400
588,2024-02-25,9000
589,2024-02-24,5300
595,2024-12-01,8200
596,2024-06-29,4300
597,2024-09-02,4600
600,2024-01-19,7000
601,2024-03-09,7400
602,2024-04-17,5900
603,2024-03-08,6900
606,2024-06-24,4600
609,2024-07-10,8000
610,2024-09-16,9200
614,2024-02-03,6500
615,2024-11-18,7300
616,2024-12-08,4100
618,2024-04-18,2200
619,2024-10-26,1000
620,2024-10-08,6400
624,2024-06-30,9800
626,2024-05-18,7200
628,2024-10-07,1100
629,2024-01-21,1700
631,2024-09-23,3500
632,2024-11-26,3300
633,2024-07-09,7700
635,2024-02-18,2300
636,2024-06-18,6300
637,2024-07-20,9400
638,2024-04-01,7600
639,2024-04-14,3400
640,2024-05-24,1400
644,2024-05-05,5600
650,2024-07-09,1900
651,2024-02-07,6200
653,2024-08-06,1100
655,2024-06-12,6400
656,2024-02-19,2600
657,2024-04-19,4500
658,2024-05-18,3000
660,2024-08-01,6900
663,2024-08-16,7000
664,2024-03-31,9800
666,2024-03-01,6000
668,2024-03-08,4500
670,2024-04-21,2500
671,2024-03-12,5200
673,2024-02-03,4500
675,2024-06-06,7700
676,2024-12-28,8300
677,2024-02-13,4300
678,2024-05-28,4800
681,2024-10-28,1100
683,2024-03-09,5100
686,2024-07-26,7800
690,2024-03-12,5500
696,2024-08-16,1400
697,2024-04-22,4000
698,2024-08-04,4100
699,2024-02-29,2000
700,2024-06-27,1400
701,2024-07-22,7200
702,2024-01-22,1800
703,2024-05-10,5700
704,2024-02-27,1600
707,2024-05-05,5600
709,2024-04-04,7100
710,2024-09-12,6500
713,2024-06-23,8900
714,2024-06-03,4300
715,2024-05-12,1900
717,2024-11-03,5200
718,2024-12-25,9700
719,2024-02-18,6200
721,2024-12-10,5200
723,2024-01-31,2700
726,2024-11-11,1100
727,2024-02-24,7500
728,2024-10-25,4200
729,2024-03-18,5500
731,2024-03-08,1100
732,2024-10-28,4700
734,2024-07-18,6600
739,2024-06-15,9200
741,2024-06-23,1000
743,2024-10-04,5500
747,2024-05-25,6600
748,2024-07-21,8600
749,2024-12-01,9700
751,2024-02-14,9100
752,2024-12-15,2300
753,2024-08-24,1600
754,2024-05-07,4300
755,2024-02-27,6200
756,2024-10-18,8900
758,2024-07-17,3900
760,2024-10-19,7700
761,2024-03-02,2000
762,2024-04-29,2800
764,2024-10-05,1900
765,2024-01-22,6100
767,2024-10-09,4300
770,2024-11-02,1400
771,2024-02-13,1800
773,2024-02-21,8400
774,2024-06-01,9900
775,2024-10-26,9700
776,2024-03-03,9800
777,2024-03-29,7900
779,2024-09-24,1000
781,2024-09-18,6500
783,2024-04-06,2500
784,2024-05-13,8800
785,2024-03-14,1100
790,2024-12-18,5500
791,2024-03-04,1200
793,2024-07-08,4100
794,2024-08-17,1700
795,2024-01-15,3300
797,2024-12-10,3400
798,2024-07-31,6000
799,2024-09-13,5200
800,2024-12-05,8300
802,2024-03-04,5900
804,2024-08-15,5400
805,2024-06-07,3200
808,2024-12-09,9400
812,2024-11-10,5800
813,2024-02-23,6800
814,2024-12-06,4700
816,2024-07-12,4800
818,2024-05-30,6200
819,2024-01-29,2600
821,2024-10-26,8700
822,2024-01-11,1800
823,2024-05-05,1700
825,2024-07-18,2700
826,2024-12-03,8800
827,2024-05-10,6500
828,2024-05-13,6400
829,2024-10-01,2100
830,2024-06-17,6400
831,2024-03-26,2500
832,2024-06-21,6200
833,2024-02-25,5400
834,2024-03-10,8300
837,2024-12-03,3100
841,2024-01-10,8900
842,2024-09-07,3200
843,2024-03-10,2000
844,2024-12-22,6800
846,2024-06-09,2700
847,2024-02-04,3700
848,2024-12-31,7100
850,2024-08-10,7700
852,2024-10-06,2000
854,2024-12-01,4100
857,2024-01-17,6500
860,2024-01-28,9500
862,2024-06-19,4600
864,2024-06-16,4200
865,2024-05-29,8700
866,2024-07-29,7400
867,2024-03-06,7200
869,2024-11-16,7800
873,2024-08-29,2600
874,2024-06-05,4900
875,2024-01-15,7200
876,2024-03-03,9100
880,2024-03-31,8200
882,2024-09-07,5700
883,2024-01-14,8000
884,2024-02-14,9500
886,2024-03-11,2200
889,2024-02-14,8200
890,2024-04-05,9600
891,2024-09-26,5600
892,2024-11-13,6100
894,2024-05-26,8700
896,2024-03-18,1200
897,2024-04-19,7300
899,2024-01-14,7900
901,2024-03-24,3400
902,2024-01-12,3000
903,2024-03-15,5000
904,2024-08-03,9600
906,2024-11-26,1400
907,2024-11-02,6400
909,2024-04-10,7900
910,2024-05-25,9700
911,2024-08-11,3600
913,2024-08-21,7500
914,2024-06-06,4300
916,2024-06-16,3700
917,2024-04-22,2300
918,2024-12-15,1800
919,2024-10-13,1200
923,2024-11-28,4500
924,2024-10-23,5700
925,2024-06-09,4400
926,2024-01-18,2800
929,2024-08-22,5700
930,2024-04-07,9800
932,2024-11-08,1900
933,2024-12-29,5100
935,2024-03-09,5500
936,2024-04-17,3200
938,2024-12-04,7600
940,2024-08-06,3600
941,2024-04-13,1200
942,2024-07-26,4300
944,2024-11-06,9100
946,2024-01-09,3300
947,2024-02-24,5500
948,2024-11-30,4000
950,2024-08-12,7700
951,2024-08-12,5000
952,2024-09-05,6000
954,2024-12-06,6000
957,2024-07-15,5600
958,2024-01-26,7500
961,2024-02-06,1400
962,2024-08-11,7600
964,2024-05-30,1100
965,2024-04-23,8400
966,2024-05-12,8000
969,2024-07-29,1300
971,2024-09-02,7400
973,2024-09-29,7200
976,2024-04-12,7400
979,2024-07-03,5700
982,2024-10-14,5100
983,2024-02-14,3600
984,2024-01-30,9700
985,2024-09-29,3800
986,2024-07-07,2700
987,2024-09-14,2800
988,2024-06-11,2300
989,2024-04-01,3100
992,2024-09-12,9400
996,2024-02-07,4700
997,2024-12-05,8300
1000,2024-06-18,9300
1003,2024-11-17,7100
1004,2024-10-01,8700
1005,2024-10-27,8400
1006,2024-09-03,1000
1007,2024-09-17,5300
1008,2024-11-09,5900
1009,2024-04-10,2200
1011,2024-03-23,6100
1012,2024-12-30,5600
1013,2024-12-16,4700
1017,2024-03-14,7700
1018,2024-07-29,9300
1020,2024-01-16,4600
1021,2024-09-14,4600
1023,2024-12-06,3500
1024,2024-12-29,8500
1025,2024-12-18,7700
1026,2024-06-26,3100
1028,2024-11-13,7400
1031,2024-01-16,5200
1032,2024-08-08,2600
1035,2024-02-06,5600
1036,2024-09-18,7500
1038,2024-09-24,4400
1040,2024-04-30,1100
1041,2024-07-19,7200
1042,2024-10-19,7900
1044,2024-08-19,9200
1045,2024-11-28,2200
1047,2024-03-31,5000
1048,2024-01-18,1600
1049,2024-11-17,3500
1050,2024-01-13,6900
1053,2024-12-12,7100
1057,2024-10-10,6700
1058,2024-05-30,6200
1059,2024-07-01,5400
1060,2024-08-22,3000
1061,2024-11-18,1900
1063,2024-10-10,4800
1064,2024-06-06,9800
1065,2024-06-05,4100
1068,2024-02-16,4800
1070,2024-04-22,2100
1071,2024-04-25,2400
1074,2024-01-10,8600
1075,2024-12-28,3700
1076,2024-06-11,3400
1077,2024-05-24,5000
1078,2024-09-11,9600
1079,2024-03-26,9000
1085,2024-12-15,3600
1086,2024-06-22,5600
1087,2024-08-19,4900
1089,2024-12-30,6600
1092,2024-09-03,9000
1093,2024-08-14,8600
1095,2024-04-03,3100
1096,2024-03-13,1100
1097,2024-03-27,5900
1098,2024-03-12,4500
1100,2024-05-11,1900
1101,2024-01-29,3600
1103,2024-11-24,1200
1107,2024-06-02,2200
1109,2024-09-16,8100
1111,2024-10-27,2000
1113,2024-03-30,1700
1114,2024-07-21,6300
1115,2024-08-08,5000
1117,2024-02-09,1500
1118,2024-11-22,4000
1120,2024-02-20,1400
1122,2024-12-19,7700
1123,2024-11-19,8400
1124,2024-10-29,3900
1127,2024-02-10,1700
1128,2024-06-01,1900
1132,2024-07-05,2800
1133,2024-02-06,1800
1134,2024-03-27,1200
1135,2024-09-14,4300
1136,2024-02-01,3400
1137,2024-11-10,3200
1139,2024-06-27,1600
1141,2024-11-04,2200
1142,2024-05-13,8400
1143,2024-09-07,5900
1145,2024-04-11,9800
1146,2024-11-22,9300
1147,2024-10-22,8500
1148,2024-09-04,6200
1149,2024-11-09,4800
1152,2024-11-05,4200
1153,2024-09-15,4700
1154,2024-09-14,2400
1155,2024-08-17,5900
1160,2024-01-15,2800
1161,2024-11-05,2000
1162,2024-02-24,6400
1166,2024-11-01,2300
1167,2024-11-07,5400
1169,2024-01-06,5600
1170,2024-04-18,3600
1172,2024-12-29,1900
1174,2024-04-11,7400
1178,2024-02-17,5900
1184,2024-12-08,6400
1185,2024-02-14,2400
1186,2024-12-14,1100
1187,2024-09-16,2500
1188,2024-01-30,6000
1189,2024-04-23,7300
1191,2024-02-01,7000
1192,2024-08-08,3400
1193,2024-05-09,5000
1194,2024-08-22,3100
1195,2024-01-20,2600
1196,2024-11-18,3600
1200,2024-02-24,6200
1204,2024-05-06,4500
1206,2024-10-13,3200
1209,2024-04-16,1100
1210,2025-01-05,8700
1212,2024-06-17,8000
1214,2024-10-20,2700
1215,2024-09-13,8700
1217,2024-02-04,4200
1218,2024-09-09,6300
1219,2024-08-31,1700
1221,2024-12-22,1800
1224,2024-12-17,7300
1226,2024-08-26,1200
1227,2024-05-27,7900
1228,2024-04-16,5100
1229,2024-12-27,3100
1230,2024-06-02,8300
1231,2024-12-01,3300
1232,2024-03-30,3000
1239,2024-12-22,6200
1241,2024-11-19,3000
1242,2024-10-16,4300
1243,2024-10-15,8100
1245,2024-10-06,8900
1246,2024-08-22,1500
1247,2024-02-24,1200
1248,2024-01-19,2600
1249,2024-12-11,4800
1251,2024-10-22,4100
1254,2024-02-23,3900
1256,2024-06-08,9500
1258,2024-07-06,6900
1259,2024-02-01,8100
1260,2024-08-03,5900
1261,2024-04-10,7400
1263,2024-04-26,3700
1265,2024-01-09,8100
1267,2024-05-29,4400
1269,2024-08-15,1100
1270,2024-04-21,8900
1274,2024-01-19,6200
1277,2024-04-06,1800
1280,2024-07-06,8000
1283,2024-07-29,9500
1284,2024-01-09,7700
1285,2024-05-06,3000
1286,2024-07-14,6800
1288,2024-05-14,3100
1289,2024-01-21,6800
1290,2024-01-31,8900
1292,2024-02-22,4400
1293,2024-08-02,7500
1295,2024-10-22,7800
1296,2024-03-17,3600
1297,2024-03-08,3200
1299,2024-08-25,4200
1300,2024-09-20,8100
1301,2024-01-20,4800
1302,2024-12-14,2500
1305,2024-09-20,6700
1306,2024-11-17,8300
1308,2024-10-26,5100
1312,2024-11-25,6300
1314,2024-10-28,4800
1317,2024-07-20,4300
1319,2024-02-02,7500
1323,2024-11-22,5400
1324,2024-03-29,2000
1326,2024-05-11,1100
1328,2024-10-19,2300
1329,2024-09-01,7700
1331,2024-07-23,1400
1332,2024-09-23,4200
1335,2024-12-26,4700
1337,2024-03-18,6000
1338,2024-09-12,6400
1344,2024-09-24,4100
1345,2024-10-03,1900
1346,2024-06-13,1800
1347,2024-05-12,7400
1348,2024-05-22,8100
1349,2025-01-02,4300
1350,2024-01-21,1200
1351,2024-11-15,7300
1352,2024-08-05,9100
1354,2024-09-28,7500
1355,2024-06-28,6400
1357,2024-11-30,8200
1358,2024-06-09,7700
1359,2024-04-17,4400
1360,2024-08-08,7500
1361,2024-12-04,2400
1362,2024-03-25,4500
1363,2024-08-20,5300
1367,2024-09-24,7100
1370,2024-04-04,8800
1372,2024-03-10,2200
1373,2024-11-10,2300
1374,2024-07-03,2500
1375,2024-04-04,7000
1376,2024-11-15,6700
1378,2024-07-11,7900
1380,2024-08-11,5000
1381,2024-03-05,5300
1383,2024-12-24,3800
1384,2024-04-08,4000
1387,2024-10-15,2300
1390,2024-06-20,4500
1392,2024-02-03,2100
1393,2024-03-08,2400
1395,2024-05-05,3200
1396,2024-11-05,8800
1397,2024-06-10,9700
1399,2024-08-20,2700
1402,2024-03-06,7500
1403,2024-01-17,9400
1405,2024-09-06,4500
1406,2024-07-01,9300
1407,2024-11-12,6600
1409,2024-08-08,4600
1410,2024-11-18,1200
1411,2024-03-23,8400
1412,2024-02-15,3300
1413,2024-04-16,8600
1414,2024-01-25,8300
1416,2024-12-11,6800
1417,2024-01-21,6400
1419,2024-06-21,9700
1422,2024-07-10,6700
1423,2024-01-19,1800
1426,2024-12-20,2700
1428,2024-12-17,4800
1429,2024-08-24,2400
1430,2024-11-18,3900
1433,2024-07-02,4300
1435,2024-02-28,1800
1436,2024-01-17,9400
1437,2024-04-29,4600
1438,2024-09-20,2400
1440,2024-09-11,3900
1441,2024-12-28,6500
1443,2024-09-07,8400
1445,2024-11-19,8700
1446,2024-03-11,5300
1448,2024-11-09,9700
1451,2024-07-05,6700
1454,2024-08-03,1400
1455,2024-01-18,1400
1456,2024-12-10,7200
1457,2024-09-11,6800
1458,2024-09-06,9200
1460,2024-09-02,6500
1461,2024-05-26,3300
1462,2024-09-02,4700
1465,2025-01-03,7100
1466,2024-01-24,6900
1470,2024-10-17,8400
1474,2024-06-02,2000
1475,2024-05-06,7400
1476,2024-09-08,6100
1479,2024-10-20,4800
1481,2024-11-03,5200
1482,2024-02-20,1100
1483,2024-07-24,1900
1484,2024-01-11,3500
1485,2024-05-02,2800
1487,2024-05-28,4500
1488,2024-09-16,1100
1489,2024-05-28,6900
1490,2024-06-16,3500
1491,2024-03-31,7700
1492,2024-05-22,6100
1493,2024-03-28,8800
1495,2024-08-10,3900
1496,2024-09-06,7800
1499,2024-05-23,9100
1500,2024-11-17,6300
1501,2024-07-12,8200
1502,2024-06-26,7400
1503,2024-01-17,3000
1505,2024-05-25,7900
1506,2024-06-01,3900
1511,2024-10-30,4500
1512,2024-09-28,1300
1513,2024-12-19,5100
1515,2024-03-18,2800
1518,2024-11-28,8400
1519,2024-04-06,9200
1520,2024-12-11,1700
1521,2024-01-30,5200
1523,2024-05-10,2500
1524,2024-02-14,7800
1527,2024-04-19,4200
1529,2024-10-23,3800
1531,2024-04-28,3400
1532,2024-08-15,5100
1533,2024-09-23,4000
1538,2024-09-08,7200
1539,2024-03-15,9400
1540,2024-07-13,2200
1541,2024-09-18,4100
1544,2024-04-06,9000
1545,2024-12-20,3700
1547,2024-10-28,1700
1548,2024-07-23,9500
1549,2024-01-19,8000
1550,2024-08-22,6200
1551,2024-12-21,7900
1552,2024-08-09,5500
1553,2024-11-01,3300
1554,2024-11-24,8100
1556,2024-03-25,6600
1557,2024-08-13,4800
1558,2024-06-04,1400
1559,2024-11-09,3900
1561,2024-05-13,1200
1562,2024-03-30,7200
1568,2024-02-11,4000
1574,2024-11-18,6300
1577,2024-01-13,2700
1578,2024-08-24,2600
1579,2024-08-12,4500
1582,2024-05-26,5700
1583,2024-08-06,9400
1586,2024-02-22,1000
1590,2024-09-26,7500
1593,2024-02-18,7300
1596,2024-08-06,3200
1597,2024-04-15,1900
1598,2024-02-04,6800
1600,2024-11-30,4100
1603,2024-03-28,4900
1610,2024-07-20,2900
1612,2024-08-28,8400
1613,2024-07-18,9600
1615,2024-05-05,7300
1616,2024-09-03,9500
1621,2024-06-21,4400
1622,2024-01-30,7100
1624,2024-12-17,2700
1625,2024-03-08,4000
1626,2024-09-10,1300
1627,2024-03-18,6100
1628,2024-07-22,3000
1630,2024-06-19,5200
1633,2024-09-06,5900
1638,2024-03-04,7400
1641,2024-07-18,3800
1642,2024-11-10,8900
1648,2024-11-02,6600
1651,2024-01-22,5600
1652,2024-04-26,9600
1654,2024-05-18,2400
1657,2024-07-24,9000
1658,2024-04-26,2800
1661,2024-08-10,5000
1662,2024-07-11,6900
1663,2024-12-04,1500
1664,2024-07-08,3000
1666,2024-11-10,5700
1667,2024-03-23,5500
1668,2024-12-14,2200
1669,2024-02-18,1600
1674,2024-10-28,7300
1675,2024-10-22,9000
1676,2024-04-27,8600
1677,2024-02-01,1800
1680,2024-09-15,5500
1681,2024-05-11,8200
1683,2024-08-26,8400
1684,2024-11-05,7000
1685,2024-02-27,5300
1686,2024-11-15,6900
1687,2024-12-07,6500
1688,2024-06-30,5700
1692,2024-07-09,5700
1693,2024-05-31,8500
1695,2024-05-18,8200
1696,2024-02-03,3900
1697,2024-01-19,7200
1698,2024-02-22,7600
1699,2024-12-20,9100
1701,2024-12-26,7800
1702,2024-06-08,4800
1703,2024-04-27,1900
1704,2024-07-08,7500
1706,2024-02-15,6400
1708,2024-03-22,2800
1709,2024-08-20,7200
1710,2024-09-01,8100
1711,2024-03-03,6900
1712,2024-01-30,2600
1713,2024-10-19,4900
1714,2024-06-23,4200
1716,2025-01-03,3000
1718,2024-09-13,6500
1719,2025-01-02,8100
1720,2024-04-02,4600
1721,2024-02-25,8200
1722,2024-02-18,1900
1723,2024-04-26,8600
1725,2024-09-13,5500
1728,2025-01-06,8300
1729,2024-10-31,1900
1730,2024-08-16,3200
1732,2024-08-21,4600
1733,2024-07-13,5600
1734,2024-06-11,1800
1735,2024-02-22,7700
1736,2024-11-25,3000
1738,2024-03-19,5900
1739,2024-05-18,3500
1748,2024-04-11,6800
1749,2024-10-10,9800
1750,2024-02-23,6100
1751,2024-07-19,6100
1752,2024-03-25,9200
1754,2024-04-05,3000
1757,2024-12-20,7900
1759,2024-02-14,2800
1761,2024-06-17,3000
1762,2024-11-12,6000
1763,2024-02-13,2900
1764,2024-07-03,8200
1766,2024-05-05,4600
1768,2024-06-27,5800
1769,2024-05-23,1900
1770,2024-05-28,5800
1774,2024-12-17,9500
1775,2024-10-22,8900
1776,2024-05-01,5900
1778,2024-06-13,1700
1780,2024-11-11,6300
1782,2024-11-30,5800
1783,2024-06-21,7800
1784,2024-08-22,9600
1785,2024-09-04,5100
1787,2024-08-24,8800
1789,2024-01-31,5000
1790,2024-07-16,7400
1791,2024-02-29,2900
1793,2024-07-08,5100
1794,2024-09-09,1500
1796,2024-02-06,7300
1797,2024-09-25,1800
1800,2024-01-09,8200
1802,2024-10-04,1600
1803,2024-05-15,2500
1804,2024-04-25,3800
1805,2024-05-11,4900
1806,2024-10-18,9000
1808,2024-03-10,4500
1810,2024-02-07,9400
1811,2024-08-31,9600
1812,2024-10-10,3000
1813,2024-04-12,7800
1816,2024-12-25,9900
1817,2024-04-22,3400
1818,2024-10-11,8000
1819,2024-08-18,6800
1820,2024-05-27,5300
1821,2024-03-24,5700
1822,2024-02-20,5100
1823,2024-08-15,2200
1824,2024-10-15,2600
1825,2024-08-29,7100
1827,2024-01-24,1500
1830,2024-04-25,8200
1833,2024-08-08,8200
1834,2024-10-07,3600
1835,2024-10-27,2600
1839,2024-12-11,9600
1840,2024-03-30,6900
1841,2024-05-21,6300
1842,2024-06-12,6600
1846,2024-04-05,8400
1852,2024-10-30,8600
1855,2024-12-08,6400
1856,2024-04-05,8100
1857,2024-10-04,6600
1858,2024-06-21,7600
1859,2024-11-10,9300
1860,2024-09-27,9500
1861,2024-10-18,2500
1864,2024-07-21,5600
1865,2024-12-30,7600
1867,2024-01-23,9900
1868,2024-03-08,2500
1869,2024-02-22,9600
1873,2024-07-06,2700
1874,2024-11-09,1800
1876,2024-07-19,6300
1877,2024-08-09,3200
1880,2024-07-28,4600
1881,2024-09-11,8200
1884,2024-10-13,4500
1887,2024-01-06,5700
1888,2024-04-04,2800
1889,2024-09-28,6800
1890,2025-01-05,6300
1893,2024-10-26,2900
1894,2024-03-18,9100
1895,2024-07-25,6400
1896,2024-09-28,7700
1898,2024-03-17,7900
1900,2024-10-20,9700
